Month,HCP_ID,Specialty,City,Territory,Product_ID,Brand,Molecule,New_Rx,Refill_Rx,Total_Rx
2023-01-01,HCP0006,Neurology,Assiut,Upper Egypt,P0005,Infecto,Molecule E,5,45,50
2023-01-01,HCP0006,Neurology,Assiut,Upper Egypt,P0006,NeuroCalm,Molecule F,27,59,86
2023-01-01,HCP0006,Neurology,Assiut,Upper Egypt,P0007,ArthroRelief,Molecule G,31,25,56
2023-01-01,HCP0006,Neurology,Assiut,Upper Egypt,P0008,Dermacare,Molecule H,4,23,27
2023-01-01,HCP0006,Neurology,Assiut,Upper Egypt,P0009,LipiControl,Molecule I,18,45,63
2023-01-01,HCP0006,Neurology,Assiut,Upper Egypt,P0010,GastroEase,Molecule J,9,15,24
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,38,44,82
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,24,63,87
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0003,Respira,Molecule C,14,92,106
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0004,PainFree,Molecule D,4,19,23
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0005,Infecto,Molecule E,6,16,22
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,34,17,51
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,36,37,73
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0008,Dermacare,Molecule H,36,54,90
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0009,LipiControl,Molecule I,18,46,64
2023-01-01,HCP0007,Dermatology,Cairo,Cairo East,P0010,GastroEase,Molecule J,25,88,113
2023-01-01,HCP0008,GP,Giza,Giza,P0001,CardioSafe,Molecule A,19,46,65
2023-01-01,HCP0008,GP,Giza,Giza,P0002,GlucoMax,Molecule B,23,93,116
2023-01-01,HCP0008,GP,Giza,Giza,P0003,Respira,Molecule C,29,29,58
2023-01-01,HCP0008,GP,Giza,Giza,P0004,PainFree,Molecule D,38,66,104
2023-01-01,HCP0008,GP,Giza,Giza,P0005,Infecto,Molecule E,25,67,92
2023-01-01,HCP0008,GP,Giza,Giza,P0006,NeuroCalm,Molecule F,21,26,47
2023-01-01,HCP0008,GP,Giza,Giza,P0007,ArthroRelief,Molecule G,29,97,126
2023-01-01,HCP0008,GP,Giza,Giza,P0008,Dermacare,Molecule H,26,40,66
2023-01-01,HCP0008,GP,Giza,Giza,P0009,LipiControl,Molecule I,5,71,76
2023-01-01,HCP0008,GP,Giza,Giza,P0010,GastroEase,Molecule J,39,77,116
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,20,9,29
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,26,32,58
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0003,Respira,Molecule C,20,47,67
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0004,PainFree,Molecule D,37,42,79
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0005,Infecto,Molecule E,3,18,21
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,21,33,54
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,18,81,99
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0008,Dermacare,Molecule H,27,54,81
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0009,LipiControl,Molecule I,30,87,117
2023-01-01,HCP0009,Cardiology,Alexandria,Alexandria,P0010,GastroEase,Molecule J,15,93,108
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0001,CardioSafe,Molecule A,9,48,57
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0002,GlucoMax,Molecule B,17,62,79
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0003,Respira,Molecule C,31,60,91
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0004,PainFree,Molecule D,39,18,57
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0005,Infecto,Molecule E,17,28,45
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,25,9,34
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,5,72,77
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0008,Dermacare,Molecule H,12,11,23
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0009,LipiControl,Molecule I,19,94,113
2023-01-01,HCP0010,Orthopedics,Cairo,Cairo West,P0010,GastroEase,Molecule J,20,62,82
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,25,29,54
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,33,69,102
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0003,Respira,Molecule C,11,9,20
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0004,PainFree,Molecule D,28,40,68
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0005,Infecto,Molecule E,26,32,58
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,27,78,105
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,32,19,51
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0008,Dermacare,Molecule H,37,26,63
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0009,LipiControl,Molecule I,24,43,67
2023-02-01,HCP0001,Cardiology,Cairo,Cairo East,P0010,GastroEase,Molecule J,30,27,57
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0001,CardioSafe,Molecule A,25,71,96
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0002,GlucoMax,Molecule B,17,12,29
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0003,Respira,Molecule C,6,34,40
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0004,PainFree,Molecule D,8,83,91
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0005,Infecto,Molecule E,20,77,97
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,26,25,51
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,37,10,47
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0008,Dermacare,Molecule H,11,19,30
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0009,LipiControl,Molecule I,29,20,49
2023-02-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0010,GastroEase,Molecule J,39,15,54
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0001,CardioSafe,Molecule A,3,8,11
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0002,GlucoMax,Molecule B,36,17,53
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0003,Respira,Molecule C,19,14,33
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0004,PainFree,Molecule D,14,82,96
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0005,Infecto,Molecule E,34,55,89
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0006,NeuroCalm,Molecule F,18,91,109
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0007,ArthroRelief,Molecule G,20,71,91
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0008,Dermacare,Molecule H,26,52,78
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0009,LipiControl,Molecule I,14,42,56
2023-02-01,HCP0003,Endocrinology,Giza,Giza,P0010,GastroEase,Molecule J,17,21,38
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,6,49,55
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,11,38,49
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0003,Respira,Molecule C,34,12,46
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0004,PainFree,Molecule D,22,49,71
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0005,Infecto,Molecule E,27,23,50
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,30,54,84
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,38,77,115
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0008,Dermacare,Molecule H,15,34,49
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0009,LipiControl,Molecule I,7,43,50
2023-02-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0010,GastroEase,Molecule J,4,32,36
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0001,CardioSafe,Molecule A,16,87,103
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0002,GlucoMax,Molecule B,22,60,82
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0003,Respira,Molecule C,39,93,132
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0004,PainFree,Molecule D,14,87,101
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0005,Infecto,Molecule E,31,12,43
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0006,NeuroCalm,Molecule F,4,70,74
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0007,ArthroRelief,Molecule G,9,44,53
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0008,Dermacare,Molecule H,11,96,107
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0009,LipiControl,Molecule I,31,97,128
2023-02-01,HCP0005,Pulmonology,Mansoura,Delta,P0010,GastroEase,Molecule J,34,40,74
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0001,CardioSafe,Molecule A,9,51,60
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0002,GlucoMax,Molecule B,9,36,45
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0003,Respira,Molecule C,6,31,37
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0004,PainFree,Molecule D,28,39,67
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0005,Infecto,Molecule E,6,13,19
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0006,NeuroCalm,Molecule F,19,44,63
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0007,ArthroRelief,Molecule G,15,10,25
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0008,Dermacare,Molecule H,17,76,93
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0009,LipiControl,Molecule I,8,26,34
2023-02-01,HCP0006,Neurology,Assiut,Upper Egypt,P0010,GastroEase,Molecule J,22,5,27
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,8,62,70
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,38,67,105
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0003,Respira,Molecule C,14,89,103
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0004,PainFree,Molecule D,30,17,47
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0005,Infecto,Molecule E,23,47,70
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,36,10,46
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,39,82,121
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0008,Dermacare,Molecule H,37,96,133
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0009,LipiControl,Molecule I,15,20,35
2023-02-01,HCP0007,Dermatology,Cairo,Cairo East,P0010,GastroEase,Molecule J,38,23,61
2023-02-01,HCP0008,GP,Giza,Giza,P0001,CardioSafe,Molecule A,37,65,102
2023-02-01,HCP0008,GP,Giza,Giza,P0002,GlucoMax,Molecule B,19,44,63
2023-02-01,HCP0008,GP,Giza,Giza,P0003,Respira,Molecule C,5,86,91
2023-02-01,HCP0008,GP,Giza,Giza,P0004,PainFree,Molecule D,9,77,86
2023-02-01,HCP0008,GP,Giza,Giza,P0005,Infecto,Molecule E,5,67,72
2023-02-01,HCP0008,GP,Giza,Giza,P0006,NeuroCalm,Molecule F,15,99,114
2023-02-01,HCP0008,GP,Giza,Giza,P0007,ArthroRelief,Molecule G,11,41,52
2023-02-01,HCP0008,GP,Giza,Giza,P0008,Dermacare,Molecule H,36,41,77
2023-02-01,HCP0008,GP,Giza,Giza,P0009,LipiControl,Molecule I,26,92,118
2023-02-01,HCP0008,GP,Giza,Giza,P0010,GastroEase,Molecule J,36,95,131
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,16,96,112
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,36,74,110
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0003,Respira,Molecule C,26,56,82
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0004,PainFree,Molecule D,38,41,79
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0005,Infecto,Molecule E,15,71,86
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,27,25,52
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,11,80,91
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0008,Dermacare,Molecule H,30,22,52
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0009,LipiControl,Molecule I,26,80,106
2023-02-01,HCP0009,Cardiology,Alexandria,Alexandria,P0010,GastroEase,Molecule J,3,93,96
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0001,CardioSafe,Molecule A,2,85,87
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0002,GlucoMax,Molecule B,33,27,60
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0003,Respira,Molecule C,30,81,111
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0004,PainFree,Molecule D,24,64,88
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0005,Infecto,Molecule E,30,79,109
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,39,70,109
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,6,9,15
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0008,Dermacare,Molecule H,14,14,28
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0009,LipiControl,Molecule I,27,78,105
2023-02-01,HCP0010,Orthopedics,Cairo,Cairo West,P0010,GastroEase,Molecule J,31,93,124
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,14,73,87
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,7,41,48
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0003,Respira,Molecule C,26,52,78
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0004,PainFree,Molecule D,22,54,76
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0005,Infecto,Molecule E,38,24,62
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0006,NeuroCalm,Molecule F,34,73,107
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0007,ArthroRelief,Molecule G,37,40,77
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0008,Dermacare,Molecule H,2,80,82
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0009,LipiControl,Molecule I,14,52,66
2023-03-01,HCP0001,Cardiology,Cairo,Cairo East,P0010,GastroEase,Molecule J,7,18,25
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0001,CardioSafe,Molecule A,28,21,49
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0002,GlucoMax,Molecule B,13,48,61
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0003,Respira,Molecule C,15,17,32
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0004,PainFree,Molecule D,9,43,52
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0005,Infecto,Molecule E,16,28,44
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0006,NeuroCalm,Molecule F,9,62,71
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0007,ArthroRelief,Molecule G,17,39,56
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0008,Dermacare,Molecule H,26,83,109
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0009,LipiControl,Molecule I,26,29,55
2023-03-01,HCP0002,Internal Medicine,Cairo,Cairo West,P0010,GastroEase,Molecule J,33,23,56
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0001,CardioSafe,Molecule A,13,35,48
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0002,GlucoMax,Molecule B,30,48,78
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0003,Respira,Molecule C,17,22,39
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0004,PainFree,Molecule D,17,39,56
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0005,Infecto,Molecule E,21,5,26
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0006,NeuroCalm,Molecule F,24,58,82
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0007,ArthroRelief,Molecule G,17,81,98
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0008,Dermacare,Molecule H,17,80,97
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0009,LipiControl,Molecule I,18,40,58
2023-03-01,HCP0003,Endocrinology,Giza,Giza,P0010,GastroEase,Molecule J,36,93,129
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0001,CardioSafe,Molecule A,19,91,110
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0002,GlucoMax,Molecule B,39,59,98
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0003,Respira,Molecule C,33,34,67
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0004,PainFree,Molecule D,2,89,91
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0005,Infecto,Molecule E,18,64,82
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0006,NeuroCalm,Molecule F,16,24,40
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0007,ArthroRelief,Molecule G,16,63,79
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0008,Dermacare,Molecule H,28,60,88
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0009,LipiControl,Molecule I,23,39,62
2023-03-01,HCP0004,Pediatrics,Alexandria,Alexandria,P0010,GastroEase,Molecule J,31,18,49
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0001,CardioSafe,Molecule A,35,93,128
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0002,GlucoMax,Molecule B,22,15,37
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0003,Respira,Molecule C,5,15,20
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0004,PainFree,Molecule D,5,40,45
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0005,Infecto,Molecule E,29,54,83
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0006,NeuroCalm,Molecule F,19,19,38
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0007,ArthroRelief,Molecule G,30,63,93
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0008,Dermacare,Molecule H,23,23,46
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0009,LipiControl,Molecule I,6,46,52
2023-03-01,HCP0005,Pulmonology,Mansoura,Delta,P0010,GastroEase,Molecule J,15,96,111
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0001,CardioSafe,Molecule A,12,17,29
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0002,GlucoMax,Molecule B,5,95,100
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0003,Respira,Molecule C,11,45,56
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0004,PainFree,Molecule D,29,68,97
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0005,Infecto,Molecule E,30,44,74
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0006,NeuroCalm,Molecule F,18,33,51
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0007,ArthroRelief,Molecule G,7,86,93
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0008,Dermacare,Molecule H,35,93,128
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0009,LipiControl,Molecule I,24,21,45
2023-03-01,HCP0006,Neurology,Assiut,Upper Egypt,P0010,GastroEase,Molecule J,39,40,79
2023-03-01,HCP0007,Dermatology,Cairo,Cairo East,P0001,CardioSafe,Molecule A,18,16,34
2023-03-01,HCP0007,Dermatology,Cairo,Cairo East,P0002,GlucoMax,Molecule B,29,24,53
2023-03-01,HCP0007,Dermatology,Cairo,Cairo East,P0003,Respira,Molecule C,4,99,103
2023-03-01,HCP0007,Dermatology,Cairo,Cairo East,P0004,PainFree,Molecule D,21,93,114
2023-03-01,HCP0007,Dermatology,Cairo,Cairo East,P0005,Infecto,Molecule E,21,19,40
